country,iso,gdp,population,year,tariff_f,duty_f,quota_f,voluntary_restraint_f,subsidy_f,dumping_f,license_f,rules-of-origin_f,safeguard_f,tax_f,preferential_f,regional_f,bound_f,applied_f,trademark_f,intellectual_property_f,copyright_f,countervailing_f,unfair_f,fair_trade_f,trade_facilitation_f,tariff_lf,duty_lf,quota_lf,voluntary_restraint_lf,subsidy_lf,dumping_lf,license_lf,rules-of-origin_lf,safeguard_lf,tax_lf,preferential_lf,regional_lf,bound_lf,applied_lf,trademark_lf,intellectual_property_lf,copyright_lf,countervailing_lf,unfair_lf,fair_trade_lf,trade_facilitation_lf,section_number,section_name,words,paragraphs,text
bahrain,BHR,31858510638.0,1425171.0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.134,export promotion and marketing,68,3,"['3.3.7  Export promotion and marketing assistance', '3.54.  Export  promotion  activities  are  carried  out  by  the  Economic  Development  Board  (EDB) in lieu  of  the  Bahrain  Promotions  and  Marketing  Board  (BPMB).  Sectors  that  benefit  from  EDB export  promotion  activities  include  downstream  aluminium  and  information  technology  and support services.', ""3.55.  In 2012, Bahrain's Chamber of Commerce and Industry established an Export Development Centre to provide export advisory services to small and medium size enterprises (SMEs).""]"
cabo_verde,CPV,1617467436.0,539560.0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.134,export promotion and marketing,28,2,"['3.3.5  Export promotion and marketing assistance', '3.65.  Cabo  Verde  does  not  have  any  public  agency  or  authority  set  up  specifically  to  assist exporters in promoting or selling their products abroad.']"
kyrgyz_republic,KGZ,6551287938.0,6082700.0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.134,export promotion and marketing,5,0,['3.2.7  Export promotion and marketing assistance']
mauritius,MUS,12164207330.0,1263473.0,2014,0,1,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,3.1.134,export promotion and marketing,379,2,"['3.2.5  Export promotion and marketing', ""3.73.  Enterprise Mauritius is responsible for export promotion activities. As explained in Mauritius' previous Review it is a partnership between the public and private sectors with a limited liability structure.  It  provides  market  intelligence  services  to  Mauritian  businesses  and  organizes  their participation  in  local  and  international  events.  Through  the  Enterprise  Development  Fund,  it provides grants or loans to companies looking to develop their exports (see section 3.3.2). Eligible projects  include  market  development,  such  as  market  entry  and  distribution  research, identification  and  development  of  channels/partners  that  would  provide  access  to  regional  and international  markets,  and  trade  show  participation.  Enterprise  Mauritius  administers  the Participation in International Fairs Grant Scheme (PIFGS), set up in April 2012. Funding, up to a maximum of MUR 200,000, is available for export-ready or exporting businesses to participate in international fairs.65 A new programme launched in 2013, Go Export, small organizations that want to  export  by  providing  advice  on  the  steps  required;  drawing  on  the  expertise  of  seasoned businessmen."", 'schemes/.', ""60 In the Finance Act 2006, provision was made to remove the corporate tax exemption for the freeport by July 2009. In 2009, the Government announced the extension of the income tax exemption until end-June 2011 (Section 8b)(i) of the Additional Stimulus Package (Miscellaneous Provisions) Act 2009. In 2011, the exemption was again extended. See WTO documents: G/SCM/N/186/MUS/Rev.1, 28 September 2009; G/SCM/N/192/MUS/Rev.1, 28 September 2009; G/SCM/N/211/MUS, 6 September 2010 (which contains Mauritius' Action Plan in accordance with the decision of the General Council (WT/L/691); G/SCM/N/220/MUS, 26 September 2011; G/SCM/N/226/MUS, 26 September 2011; and G/SCM/N/243/MUS, 4 September 2012."", '61 AMB online information. Viewed at:', 'http://view.officeapps.live.com/op/view.aspx?src=http%3A%2F%2Famb.intnet.mu%2FEnglish%2FDOCUMENTS%2FFREIGHT%2520REBATE%2520SCHEME.DOC.', '62 Budget speech 2013. Viewed at:', 'http://mof.gov.mu/English/Documents/National%20Budget/Budget%20Speech%202013.pdf.', ""63 WTO document WT/TPR/S/198/Rev.1, 11 June 2008. 64 Up until 2006, Mauritian EPZ's benefited from: a ten-year tax holiday and thereafter 15% corporate"", 'tax; preferential interest rates on loans; no tax on dividends; free repatriation of capital, profits, and dividends; and relief from customs duties and VAT on raw materials, machinery, and spare parts.', '65 Enterprise Mauritius online information. Viewed at: http://sourcemauritius.com/mauritius/em-', '\x0cWT/TPR/S/304 • Mauritius', '- 52 -', '3.74.  The  Small  and  Medium  Enterprises  Development  Authority  (SMEDA)  runs  a  Marketing Support Scheme. Under this scheme eligible SMEs may be granted 50% of qualifying expenditure incurred on marketing and promotion activities (such as participation in approved overseas trade fairs, exhibitions and business missions) up to a maximum of MUR 100,000 per annum. Support is also provided for SMEs to send samples to potential clients abroad. The maximum grant support is 50% of the costs of air freight for sending such samples, subject to a maximum of MUR 25,000 per year.66']"
new_zealand,NZL,185000000000.0,4692700.0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.134,export promotion and marketing,191,6,"['3.3.5  Export promotion and marketing assistance', ""3.116.  Since  the  previous  Review,  no  substantial  change  has  occurred  in  New  Zealand's  export promotion framework. New Zealand Trade and Enterprise (NZTE) remains the key agency involved in export promotion. Its activities include strategic advice, facilitating access to networks, research and market intelligence for new export companies and support for enterprises that already export."", ""3.117.  NZTE's  Industry  Capability  Network  (ICN)  is  a  service  working  across  New  Zealand  and Australia  to  give  suppliers  and  purchasers  access  to  a  wide  range  of  supply-chain  and  project opportunities."", '3.118.  The  International  Growth  Fund  (IGF)  of  NZ$30  million  aims  at  supporting  export businesses with high growth potential. In addition, the IGF seeks to increase the number and size of New Zealand businesses embedded in the global economy.', '3.119.  The  New  Zealand  Story  Advisory  Board  and  New  Zealand  Story  team  (NZ  Story)  are building a resource to promote good reputation of export products by sharing success stories on some New Zealand products and services. The NZ Story Secretariat is housed within NZTE.', ""3.120.  Through  the  Business  Growth  Agenda  (BGA),  NZTE  has  the  responsibility  to  extend companies'  international  reach  by  focusing  assistance  on  them  and  mobilising  capital  to  support business growth.""]"
oman,OMN,66293368010.0,4424762.0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.134,export promotion and marketing,114,2,"['3.3.7  Export promotion and marketing assistance', '3.43.  As  part  of  its  export  development  strategy  for  non-oil  products,  the  Public  Authority  for Investment  Promotion  and  Export  Development  (PAIPED)  provides  various  support  measures  to Omani enterprises. This includes the organization of fairs, the participation in trade missions, the organization of export-related workshops and seminars for Omani companies, and the publication of  sectoral  and  country  studies  for  target  markets.  In  2012,  for  example,  PAIPED  and  the International  Trade  Centre  jointly  published  a  results-based  guide  to  exporting  specifically  for SMEs.23 In addition, PAIPED maintains a global network of 22 representatives who provide market intelligence and trade information. PAIPED has also formed an Export Development Working Group whose members comprise private and public sector organizations.']"
pakistan,PAK,284000000000.0,193203476.0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.134,export promotion and marketing,189,2,"['3.3.7  Export promotion and marketing assistance', ""3.78.  The  TDAP,  with  an  annual  budget  of  some  PRs  1  billion,  is  the  central  authority  for  the majority  of  export-related  initiatives.  The  TDAP's  main  role  is  market  promotion,  e.g.  trade delegations,  research  and  trade  exhibitions,  and  facilitating  exporters'  activities.  It  maintains  a network of 53 commercial attachés abroad78, and focuses on product and market diversification, including greater value addition, in key export markets for products and services from Pakistan. The TDAP projects are financed by funds from the EMDF, although a number of projects by other government  agencies  as  well  as  private  sector  bodies  and  trade  associations  also  receive  funds from the EMDF. The Fund is administered by a Board chaired by the Minister of Commerce. Export promotion and facilitation is provided for specific products by a number of sectoral public boards, such as the Pakistan Horticulture Development and Export Board. In the same way, the Pakistan Software Export Board promotes IT exports, the Ministry of Textile Industry promotes textiles and garment exports, the Defence Export Promotion Organization promotes and coordinates exports of defence products and the Pakistan Tobacco Board promotes cultivation, manufacture, and export of tobacco and tobacco products.""]"
russia,RUS,1280000000000.0,144342396.0,2016,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3.1.134,export promotion and marketing,371,4,"['3.2.5  Export promotion and marketing assistance', '3.120.  In addition to the REC (Section 3.2.4), international market expansion services for Russian entrepreneurs  are  offered  by  the  MED,  including  through  54  overseas  trade  representations  and 117  intergovernmental  committees  on  economic  and  scientific  cooperation.  The  MED  is  also involved  in  the  deployment  of  domestic  support  infrastructure  for  export-oriented  SMEs,  and  the elaboration of service delivery requirements and relevant performance indicators. In May 2016 this infrastructure  comprised  37  regional  SME  support  centres  and  53  regional  integrated  centres.90 According  to  the  authorities,  the  support  centres  provide  non-financial  services  free  of  charge; their activities are co-financed by the federal and sub-federal budgets, with the former accounting for up to 95% of the funding.', '3.121.  The range of export promotion and marketing assistance activities includes the provision of trade  and  market  prospects  information,  training  seminars,  personalized  advisory  services,  and coordination  and  facilitation  of  Russian  companies\'  participation  in  international  trade  fairs.  The overseas  trade  representations  elaborate,  on  an  annual  basis,  a  guide  to  doing  business  and  a review  of  developments  in  the  host  economy;  both  publications  are  downloadable  at  the  MED\'s integrated  foreign  economic  information  portal.91  The  MED,  through  the  overseas  trade representations,  also  organizes  business  missions  that  bring  together  Russian  business  and academia  representatives  with  potential  foreign  partners.92  Furthermore,  the  MED  has  concluded cooperation agreements with the executive authorities of 63 subjects of the Russian Federation, to assist them in the planning and implementation of international business development activities for socially important local companies or projects, on the basis of mutually agreed terms set out in a ""project passport"".', '3.122.  An  Interdepartmental  Commission  for  Exhibition  and  Fair  Activities,  comprising  inter  alia representatives  from  the  MIT,  the  MED  and  sectoral  ministries,  drafts  annually  a  list  of  overseas exhibitions  and  fairs  in  which  Russian  companies  and  associations  may  participate  with  partial funding from the federal budget.93 In the selection process, the Commission takes account of the competitive  potential  of  the  products  and  technologies,  as  well  as  the  priority  directions  of  the Russian  economy.  The  final  list  of  overseas  events  and  the  budgetary  appropriation  for  the  co-financing  of  Russian  representations  are  approved  by  decree  of  the  Government  of  the  Russian Federation.  During  the  period  under  review,  the  budgetary  appropriations  amounted  to: Rub 444.4 million in 2012; Rub 294.4 million in 2013; Rub 104 million in 2014; Rub 76.1 million in 2015; and Rub 104.2 million in 2016.']"
south_korea,KOR,1410000000000.0,51245707.0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.134,export promotion and marketing,164,2,"['3.3.6  Export promotion and marketing', '3.133.  Korean  exporters  benefit  from  promotional  activities  of  the  state-owned  Korea  Trade  and Investment  Promotion  Agency  (KOTRA).  With  126  Korea  Business  Centres  in  over  86 countries, the  agency  operates  a  ""business  matchmaking""  service  introducing  foreign  importers  to  Korean businesses. KOTRA also organizes or assists with trade missions and exhibitions domestically and overseas,  providing  SMEs  with  export-related  information  and  consulting  services.  Other  than supporting  the  globalization  of  SMEs,  including  the  establishment  of  the  Global  M&A  Centre  in January  2013 to meet  the  global increase  in  cross-border  M&A  opportunities  and  to  help  address the growing interest of Korean SMEs in mergers and acquisitions (M&As), KOTRA also operates as a help centre providing useful information to foreign investors.174', '3.134.  As  from  31  December  2015,  the  Public  Procurement  Service  (Section  3.2.10),  has operated  and  managed  The  Global  Korea  Market,  an  online  export  promotion  tool  where government  procurement-related  products  of  Korean  companies  with  an  excellent  domestic government procurement record can also be sold to foreign companies.175 As of 2015, there were 261 domestic companies under this project.']"
tonga,TON,395159628.8,107122.0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.134,export promotion and marketing,72,3,"['3.3.5  Export promotion and marketing assistance', ""3.50.  Within the Ministry of Commerce, Tourism and Labour, the Trade and Investment Division is dedicated to help expand the diversification of Tonga's export earnings. The core functions of the Division  are  export  promotion,  market  research  and  development,  and  trade  policy  and information."", '3.51.  The  Tonga  Trade  and  Investment  Board,  established  pursuant  to  the  Tonga  Trade  and Investment Board Act No. 19 of 2005, is not operational due to funding problems.']"
