country,iso,gdp,population,year,tariff_f,duty_f,quota_f,voluntary_restraint_f,subsidy_f,dumping_f,license_f,rules-of-origin_f,safeguard_f,tax_f,preferential_f,regional_f,bound_f,applied_f,trademark_f,intellectual_property_f,copyright_f,countervailing_f,unfair_f,fair_trade_f,trade_facilitation_f,tariff_lf,duty_lf,quota_lf,voluntary_restraint_lf,subsidy_lf,dumping_lf,license_lf,rules-of-origin_lf,safeguard_lf,tax_lf,preferential_lf,regional_lf,bound_lf,applied_lf,trademark_lf,intellectual_property_lf,copyright_lf,countervailing_lf,unfair_lf,fair_trade_lf,trade_facilitation_lf,section_number,section_name,words,paragraphs,text
australia,AUS,1200000000000.0,24127159.0,2015,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,3.1.59,registration and documentation,826,5,"['3.2.1  Registration and documentation requirements', '3.8.  During  the  review  period,  minimum import  documentation  requirements  remained unchanged.  These  are:  a  full  import  declaration  (FID),  which  is  required  for  goods  with  a  value above $A 1,000; an invoice, bill of lading/airway bill; and any other papers such as packing list, insurance documents, etc. relating to the shipment.3 Import permits are also required for certain goods subject to controls or restrictions (sections 3.2.5, 3.2.6, and 3.2.7). The Integrated Cargo System  (ICS),  a  single  window  for  the  vast  majority  of  international  trade-related  transactions, continues to provide an interface for industry to connect electronically for coordinated customs and quarantine  clearance.  Some  transactions  may  require  separate  contact  with  permit-issuing agencies  and  some  may  require  the  presentation  of  the  permit  at  customs  in  hard  copy. Opportunities are continuing to be explored on a case-by-case basis for higher volume and higher risk permit management processes to be developed to facilitate electronic clearance. Virtually all customs brokers are connected to the Customs electronic systems, while individual importers are', ""2 The effective rate of assistance (ERA) measures the net subsidy equivalent (NSE) of combined tariff, budgetary, and agricultural pricing and/or regulatory assistance to a particular industry in proportion to that industry's unassisted net output (or unassisted value added). It can provide an indication of the extent to which assistance to an industry allows it to attract and hold economic resources (Productivity Commission, 2014c)."", '3 For further information, see WT/TPR/S/244/Rev.1, 18 May 2011; and Australian Customs and Border', 'Protection Service online information. Viewed at: http://www.customs.gov.au/faq/ClearingCustoms.asp.', '\x0cWT/TPR/S/312 • Australia', '- 39 -', 'also  able  to  connect  via  the  internet  and  obtain  a  digital  certificate  to  enable  secure communication  with  the  system.  In  2013/14,  99.6%  (99.3%  in  2009/10)  of  Customs  entries  in Australia  were  processed  electronically.  Self-assessment  of  duty  continues  to  be  the  norm,  with compliance  addressed  by  post-audit  regimes.  Regular  audit  checks  are  undertaken  to  ensure accuracy of import declarations against the commercial documents and the physical cargo.', '3.9.  During the review period, action was taken to regulate and facilitate trade by simplifying duty concessions for industry (section 3.2.2.6); reforming international trade remedies and setting up a new Anti-Dumping Commission (section 3.2.6.1);  participating in regional trade agreements and multilateral  fora  (section  2.4.2.1);  enhancing  international  cooperation  and  data-sharing;  and seconding  United  States  Customs  and  Border  Protection  Services  to  enhance  international targeting and risk assessment of shipments of common interest.4 The ratification of the WTO Trade Facilitation Agreement is to be concluded by mid-2015 (section 2.1). Under the Enhanced Trade Solutions (Program) 2015, work to create a single window for clients and develop a user-friendly and comprehensive trusted trader/authorised economic operator programme continued; the latter is to be operational by July 2015. Strengthening the supply chain against criminal infiltration by passing  new  legislation  (Customs  and  AusCheck  Legislation  Amendment  (Organised  Crime  and Other Measures) Act 2013) and several other measures, has been part of the work in this area. Illicit tobacco remains a key risk focus for the Australian Customs and Border Protection Service (ACBPS)  which  combats  tobacco  smuggling,  inter  alia,  through  collaboration  with  government, industry and international partners.5 Between 2010/11 and 2012/2013, illicit tobacco detection in sea  cargo,  cigarette  sticks  seized,  and  duty  evaded  increased  by  41.2%,  143.9%,  and  11.8%, respectively. Action was also taken to enforce import prohibitions on products of illegal logging as well  as  to  simplify  the  seizure  process  for  goods  infringing  intellectual  property  rights (sections 3.2.5 and 3.4.6.3).', ""3.10.  Since 2007, Australia's annual Time Release Studies (TRS) have consistently shown that its border  agencies  are  not  an  impediment  to  trade.6  According  to  these  studies,  a  high  level  of facilitation  is  maintained,  and  interventions  are  effectively  and  efficiently  targeting  high  risk consignments. In 2014 a National Border Targeting Centre was established to provide a nationally coordinated approach to identifying high-risk passengers and cargo. During the review period, the proportion  of  goods  released  by  the  time  a  vessel  arrives  into  port  increased  due  to  timely reporting (from 57% in 2008 to 74% in 2012). In 2012, the average arrival to clearance times for sea  and  air  cargo  were  0.2  days  (0.9  in  2010)  and  8.4 hours  (4.5  in  2010)7,  respectively. The 2012 TRS showed that more than 66% of sea cargo and more than 80% of air cargo is now fully risk-assessed and unimpeded by the time it is physically available for delivery. Impediments range  from  incomplete  reporting  to  goods  that  require  inspection  or  biosecurity  treatment (section 3.2.7.2.2).  Australia  remains  committed  to  assisting  partner  countries  in  their  trade facilitation  efforts,  and  has  committed  AU$6 million  over  three  years  to  the  World  Bank's  Trade Facilitation Support Program."", ""3.11.  In  2013  Australia  was  ranked  in  46th  place  out  of  189  economies  in  the  ease  of  trading across borders.8 Importing a standard container of goods required 7 documents, took 8 days and cost US$1,170, as compared to an OECD high income members' average of 4 documents, 10 days, and US$1,090, respectively; exporting the same container required 5 documents, took 9 days and US$1,150, as compared to an OECD high income members' average of 4 documents, 11 days, and US$1,070, respectively."", '4 Australian Customs and Border Protection Service (2013a). 5 Australian Customs and Border Protection Service (2013a). 6 For further information, see WT/TPR/S/244/Rev.1, 18 May 2011; and Australian Customs and Border', 'Protection Service (2012).', '7 Due to significant increases in the number of consignments that physically cross the Australian border,', 'performance may diminish. The short timeframes that characterise the air cargo environment limit the opportunities to significantly improve performance (Australian Customs and Border Protection Service, 2012).', '8 World Bank (2013).', '\x0cWT/TPR/S/312 • Australia', '- 40 -']"
australia,AUS,1200000000000.0,24127159.0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.59,registration and documentation,63,6,"['3.3.1  Registration and documentation', '3.86.  All  goods  intended  for  export  with  a  value  of  $A 2,000  or  more  must  be  registered  with Customs,  unless  exempted.120  Most  export  declarations  are  submitted  through  the  Integrated Cargo  System  (ICS),  the  electronic  cargo  reporting  tool.  Any  goods  that  require  a  permit  for export  must  be  reported  on  an  export  declaration  regardless  of  value.  Customs  may  undertake compliance examinations on behalf of permit-issuing agencies.']"
congo_(DRC),COD,34998638634.0,78736153.0,2016,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3.1.59,registration and documentation,1145,7,"['3.1.1  Registration and documents', '3.1.  Any economic operator wishing to engage in a commercial activity in the Democratic Republic of the Congo (DRC), including foreign trade, must obtain a national identity number (IDNat) from the  Ministry  responsible  for  the  national  economy;  be  registered  and  enrolled  in  the  Trade  and Personal Property Credit Register maintained by the Ministry responsible for justice, as a company or  natural  person;  be  registered  in  the  index  of  the  National  Centre  for  Statistics  and  Economic Studies;  and  obtain  an  unique  identifier  from  the  Directorate-General  of  Taxation.1  To  carry  out import/export  operations,  the  trader  must  obtain  an  import/export  number  from  the  Ministry responsible  for  trade,  whose  relevant  services  operate  outside  the  Single  Window  for  Business Startups. The import/export number has to be renewed annually. These conditions are the same for DRC nationals and for foreigners.', '3.2.  National  identification  costs  amount  to  US$30  for  legal  persons  and  US$10  for  natural persons; an import/export number costs US$75 for legal persons and US$45 for natural persons.2 The  costs  of  a  business  licence,  for  small  traders  (an  occupation  reserved  exclusively  for Congolese)3 are fixed by provincial edict and vary with the category of activity and the province. The  costs  of  setting  up  a  public  limited  company  amount  to  1%  of  the  capital.4  Whatever  the nature  of  the  company,  the  certificate  of  enrolment  in  the  Trade  Register  and  the  tax  identity number  are  among  the  documents  required.  The  need  for  these  three  numbers  is  highly questionable, particularly as, although the unique identifier is free, the other two have to be paid for, even though the costs, which do not reflect the services rendered, have sharply decreased.', '3.3.  All  the  administrative  procedures  for  setting  up  a  company  can  be  completed  at  a  Single Window for Business Startups5, and those relating to foreign trade at a Single Window for Foreign Trade (GUCE). The former has been fully operational since 2012 and the national roll-out of the GUCE has been going on progressively since February 2015.', ""3.4.  Several  data-processing  systems  belonging  to  different  institutions  are  in  place:  the  BCC's YSIS Mail; BIVAC's Verigates; the DGDA's ASYCUDA World and ASYCUDA++; and the Import and Export Log of the Congolese Control Office (OCC). However, there is still no integrated (shared) platform  for  the  exchange  of  data  between  these  various  institutions;  the  mechanism  currently being used for this purpose is fairly limited in scope."", '3.5.  In the DRC, except in frontier traffic, any merchandise import or export transaction, whatever the mode of financing, requires the signature and prior validation, by an approved bank or other authorized agent appointed by the Central Bank for the purpose, of an ""EB"" declaration form for', '1 Small traders do not have to register but must pay for a business licence (patente). 2 See Interministerial Orders No. 009/CAB/MIN.COM/2015 and No. CAB/MIN/FINANCES/2015/0231 of 4 September 2015 fixing the rates of the duties, taxes and fees to be levied on the initiative of the Ministry of Trade.', '3 Small trading is deemed to be any activity with a turnover of not more than US$5,000. 4 Interministerial Orders No. 009/CAB/MIN.COM/2015 and No. CAB/MIN/FINANCES/2015/0231 of', '4 September 2015 fixing the rates of the duties, taxes and fees to be levied on the initiative of the Ministry of Trade.', '5 Interministerial Orders No. 001/CAB/MIN/J&DH/2013, No. 003/CAB/MIN/ECO.COM/2013 and', 'No. 784/CAB/MIN/FINANCES/2013 of 15 April 2013 fixing the rates of the duties, taxes and fees to be levied on the initiative of the Ministry of Justice and Human Rights, the Ministry of the Economy and Trade and the Single Window for Business Startups; and Interministerial Orders No. 003/CAB/MIN/J&DH/2013 and No. 808/CAB/MIN/FINANCES/2013 of 20 May 2013 amending and supplementing Interministerial Orders No. 001/CAB/MIN/J&DH/2012 and No. 455/CAB/MIN/FINANCES/2012 of 24 May 2012 fixing the rates of the duties, taxes and fees to be levied on the initiative of the Ministry of Justice and Human Rights, establish the costs of administrative formalities in single windows. According to the schedule provided by the authorities, the costs of the formalities for setting up a single-person business (establishment) amount to the equivalent of US$40, while those for setting up other forms of company amount to the equivalent of US$120. This sum covers the costs relating to the authentification of the articles of association; enrolment in the Register of Trade and Personal Property Credit; the national identity number; the publication of the articles in the Official Journal of the Democratic Republic of the Congo; and the authorization to open for business or single establishment tax.', '\x0cWT/TPR/S/339 • Democratic Republic of the Congo', '- 35 -', 'goods  exports  and  an  ""IB""  declaration  for  imports.6  Moreover,  any  export  or  import  transaction involving  the  provision  of  services  requires  the  prior  signature,  by  an  approved  bank,  of  an ""ES"" declaration form for exports of services and an ""IS"" declaration form for imports of services, whatever the amount. The ""ES"" form remains valid for 90 calendar days following validation. The ""IS"" form has a period of validity of 360 calendar days.7', '3.6.  To  be  accepted  as  an  intention  to  import,  an  ""IB""  form  must  be  duly  validated  by  the Central Bank  of  the  Congo  (BCC)  or  an  approved  bank  upon  presentation  of  the  following documents:  the  contracts  and/or  invoices  and  the  specific  authorizations  required  by  the Government, where appropriate.', '3.7.  In  the  case  of  imports,  the  bank  involved  is  authorized  to  make  payment  in  favour  of  the foreign  supplier  in  conformity  with  the  exchange  regulations,  upon  presentation  of  the  following supporting  documents:  the  contracts  and/or  invoices,  the  clean  report  of  findings  (AV)  of  the Congolese  Control  Office  or  its  approved  agent,  proof  of  release  for  consumption  issued  by  the Directorate-General of Customs and Excise, and other documentary evidence.8', '3.8.  The  BCC  levies  an  exchange  control  fee  of  2‰  on  all  foreign  exchange  transactions irrespective of the status of the payer or the payee. It may also authorize approved banks or any other  body  to  collect  the  exchange  control  fee  on  its  behalf.  Any  participating  approved  bank automatically levies the exchange control fee on the total amount of the transaction it validates when  export  earnings  are  repatriated  or  when  imports  are  paid  for,  or  at  the  time  of  any  other inward or outward transfer. In the case of imports not involving the purchase of foreign currency and exports not involving the repatriation of foreign currency, the fee is levied when the foreign exchange  document  is  validated.  The  bank  also  levies  other  administrative  charges  linked,  in particular, with: the authorization of the modification, extension, reinstatement, cancellation and transfer  of  foreign  exchange  documents;  the  late  transmission  of  statistical  data;  the  incorrect codification  of  foreign  exchange  transactions;  the  monitoring  of  foreign  exchange  transactions; and the registration of mineral trading counters, as well as with mineral treatment and processing entities.9', '3.9.  An ""IB"" form is not required for imports of the following goods provided they are not intended for  resale,  namely:  objects  deemed  to  be  of  no  commercial  value  or  for  use  as  models; newspapers,  periodicals  and  magazines  intended  for  personal  use  within  the  context  of  a subscription; baggage and personal effects; and articles whose total value, including transport and insurance costs, does not exceed US$2,500 per consignment, order splitting being prohibited.10']"
ghana,GHA,42689783734.0,28206728.0,2014,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3.1.59,registration and documentation,131,1,"['3.1.1  Registration requirements', '3.1.  Ghana  has  no  restrictions  on  the  rights  of  individuals  and  entities,  including  foreign companies, to import goods and services, and there are no special registration requirements for importers. There is however a special registration requirement to set-up as a ""trader of imported products"",  which  has  been  criticized  by  foreign  traders  as  discriminatory  treatment  towards foreigners (section 2.4.5).1', '3.2.  As part of the ""eGov"" project to modernize tax administration, the Ghana Revenue Authority (GRA)  and  the  Registrar  General  were  in  2013  in  the  process  of  re-registering  all  existing businesses and taxpayers, including importers. In order to conduct business, persons and entities including importers are required to register once at any Domestic Tax Revenue Division office to obtain  a  Tax  Identification  Number  (TIN).  Since  2013,  this  TIN  is  required  as  part  of  the importation and exportation process (section 3.2.2.4).']"
maldives,MDV,3591112751.0,417492.0,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.59,registration and documentation,149,2,"['3.3.1  Registration and documentation', '3.52.  Exporters remain subject to the same registration requirements as importers, including the licensing  requirement  (Section  3.2.5).  The  documentation  requirements  for  commercial  exports typically  include:  the  declaration  form;  the  commercial  invoice;  the  packing  list;  and  any applicable  permit,  letter  or  document.  In  particular,  shipments  of  fish  products  must  be accompanied  by  a  health  certificate  and  a  fitness  certificate  issued  by  the  MFDA,  and  a  catch certificate issued by the Ministry of Fisheries and Agriculture. For live fish, a pro-forma aquarium fish export licence (issued by the Marine Research Centre) is required. The MFDA charges a fee of Rf 200 per shipment of consignment.', '3.53.  The  export  declaration  and  supporting  documents  are  lodged  with  the  MCS.  An  export permit is then forwarded to the specified customs checkpoint. Customs verification typically aims at ensuring that the goods to be exported match those on the registered declaration. A certificate of origin may be issued by the MCS if applicable.']"
mauritius,MUS,12164207330.0,1263473.0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.59,registration and documentation,90,1,"['3.2.1  Registration and documentation', '3.63.  There were no changes to export registration and documentation requirements in Mauritius over the review period. Exporters (and importers) must be registered with the Mauritius Revenue Authority  (MRA),  the  Registrar  of  Business,  and  MRA  Customs  (in  order  to  use  the  TradeNet system). Export declarations, together with any other required documents, must be submitted to MRA Customs online through TradeNet.53 Export permit requirements apply to exports of certain goods  (see below),  and  only  companies  or  individuals  licensed  by  the  National  Agricultural Products Regulatory Office (NAPRO) may export tea.']"
mexico,MEX,1050000000000.0,127540423.0,2017,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,3.1.59,registration and documentation,535,5,"['3.2.1  Registration and documentation', '3.105.  There have been no major changes to export requirements since the previous review. The most  important  development  has  been  the  computerization  of  customs  procedures  using  the Mexican  Digital  Window  for  Foreign  Trade  (Digital  Window),  and  applications  to  export  and  all related  documents,  as  well  as  certain  export  licences  (permits),  can  be  processed  through  its website.', ""3.106.  In Mexico, exporters must be listed in the Federal Register of Taxpayers (RFC) in order to be  able  to  issue  electronic  invoices,  apply  for  certificates  and/or  permits  or  complete  export formalities,  obtain  refunds,  tax  rebates  or  certain  benefits  under  government  programmes. Registration is required in order to obtain the advanced electronic signature (FIEL) needed to use Digital Window applications and can be effected through the Internet. In addition, exporters of the following  products  must  also  be  enrolled  in  the  SAT's  Register  of  Exporters  in  Specific  Sectors: denatured  alcohol  and  non-crystallized  honey,  beer;  tequila,  spirits,  wine,  cigars  and  processed"", '76 Online information viewed at: http://www.gob.mx/cntse-', 'rfts/tramite/ficha/5654c7b38217e6599400055f.', '77 Online information from the National Science and Technology Council (CONACYT). Viewed at:', 'http://conacyt.gob.mx/cibiogem/index.php/cibiogem/acerca-de-la-cibiogem.', '78 Regulations implementing the Law on Biosafety of Genetically Modified Organisms (published in the', 'Official Journal of 19 March 2008; latest amendment published in the Official Journal of 6 March 2009).', '79 NOM-001-SAG/BIO-2014 (published in the Official Journal of 30 December 2014). Online information', 'from SENASICA. Viewed at: http://senasica.gob.mx/?id=1051.', '\x0cWT/TPR/S/352 • Mexico', '- 72 -', 'tobacco;  energy  drinks  together  with  concentrates,  powders  and  syrups  used  to  prepare  energy drinks; iron ores and their concentrates, and products of gold, silver or copper.', '3.107.  SAT-authorized exporters may complete customs clearance procedures themselves, but for other  exporters,  customs  brokers  are  authorized  by  the  customs  authority  to  undertake  the clearance  of  goods  on  behalf  of  natural  or  legal  persons  and  to  submit  the  export  information required  using  the  customs  computer  system.  Exporters  certified  as  ""authorized  economic operators"" may use the ""FAST"" tracks available in certain customs offices.', '3.108.  Export applications, together with the various substantiating documents in electronic form, must be forwarded to the customs electronically, either by the exporters themselves or through a customs broker, using the Digital Window. The following are the principal documents required for exports: the transport document, the commercial invoice or electronic proof of value (COVE), the packing list, the customs document and certificates showing the quality and quantity of the goods. An export application is a tax declaration inasmuch as it serves for the payment of export-related taxes  such  as:  the  general  import  tax  (IGE),  only  rarely  applicable,  and  the  customs  processing fee  (DTA),  to  be  paid  by  all  exporters  except  for  those  exporting  to  certain  countries  with  which Mexico has signed an FTA.80 The export application allows the taxpayer to record his exports with the SAT for the purpose of the refund or credit  of taxes and VAT, and to invoice VAT at a rate of 0% in the case of definitive exports.', '3.109.  Compliance with non-tariff export regulations or restrictions is required for some goods, for example:  phytosanitary  or  sanitary  certificates;  export  permits  issued  by  the  SE  (non-automatic export  licences);  CITES  certificates  for  NOM-compliant  exports;  certificates  issued  by  the regulatory councils for exports of tequila, mescal and coffee; and certificates of origin for exports eligible  for  preferential  treatment  under  the  various  trade  agreements  signed  by  Mexico.  These certificates must accompany the pertinent export application and be forwarded through the Digital Window.']"
moldova,MDA,6749515655.0,3552000.0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.59,registration and documentation,62,2,"['3.3.1  Registration and documentation', '3.79.  Similar  registration  and  documentation  requirements  apply  to  exporters  and  importers (section 3.1.1). An electronic export declaration system was implemented in November 2013.', '3.80.  According to the latest estimates from the World Bank, export procedures in the Republic of Moldova  take  23  days  and  cost  US$1,510  per  container  (32  days  and  US$1,545  per  container in 2012).54 There are no customs fees for export procedures or registration.']"
peru,PER,192000000000.0,31773839.0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.1.59,registration and documentation,612,5,"['3.2.1  Registration and documentation', '3.75.  Export procedures have varied little since 2007. The most noteworthy change has been the streamlining  and  computerization  of  procedures.  In  general,  in  Peru  natural  or  legal  persons in possession  of  an  RUC  may  export  although,  in  special  cases,  natural  persons  who  are  not obliged  to  have  an  RUC86  may  export  using  a  personal  identification  document  such  as  a  DNI or foreign identity card or passport.', '3.76.  As  is  the  case  for  imports,  exports  must  be  placed  under  a  particular  customs  regime or procedure,  which  may  be:  definitive  export,  temporary  export  for  reimport  in  the  same  state or temporary export for outward processing (Box 3.6).', '82 General Directive No. 043-2000-AG-SENASA-DGSV-D and post-entry quarantine (CPE): Information', 'viewed online at: http://www.senasa.gob.pe/0/modulos/JER/JER_Interna.aspx?ARE=0&PFL=2&JER=810.', '83 Single Text of Administrative Procedures (TUPA): Registration or re-registration in the Sanitary', 'Register of Food and Beverages for Human Consumption. Information viewed online at: http://www.digesa.sld.pe/expedientes/detalles.aspx?id=28.', '84 Ibid.: Certificate of sanitary registration of an imported product. Information viewed online at:', 'http://www.digesa.sld.pe/expedientes/detalles.aspx?id=30.', '85 Ibid.: Official technical endorsement of the HACCP plan. Information viewed online at:', 'http://www.digesa.sld.pe/expedientes/detalles.aspx?id=34.', '86 Article 3 of Resolution No. 210-2004/SUNAT.', '\x0cWT/TPR/S/289 • Peru', '- 51 -', 'Box 3.6 Export regimes or procedures', 'Definitive export Customs regime that allows Peruvian goods or goods that have been inward cleared to leave the customs territory for use or definitive consumption abroad.  Temporary export for reimport in the same state Customs  procedure  allowing  the  temporary  exit  (for  12 months)  from  the  customs  territory  of  Peruvian goods  or  goods  that  have  been  inward  cleared  with  the  intent  of  reimporting  them  within  a  specified time-frame, without having undergone any modification, except for normal wear and tear. Goods exported under  this  customs  procedure  are  not  subject  to  the  payment  of  tariffs  or  other  taxes  on  imports  for consumption or the corresponding surcharges when they are reimported.  Temporary export for outward processing Customs  procedure  under  which  Peruvian  goods  or  goods  that  have  been  inward  cleared  are  allowed to leave  the  customs  territory  to  be  transformed,  processed  or  repaired  and  are  then  reimported as compensating products within a specified time-frame.', 'Source:  General Customs Law.', ""3.77.  In  order  to  facilitate  trade  and  boost  exports,  (definitive)  export  procedures  were computerized in Peru from 2007 onwards. The DAM and other export-related documents can now be  processed  electronically  or  through  a  customs  broker.  Exports  whose  f.o.b.  value  is  less than US$5,000 are processed by means of a streamlined export declaration (DSE)87, which can be done  electronically  through  SUNAT's  website  or  directly  in  its  offices.  The  documents  required to substantiate  export  are  the  same  in  both  cases:  a  copy  or  photocopy  of  the  transport document; a copy of proof of payment (invoice or sales slip); and special authorizations or other certificates  depending  on  the  nature  of  the  goods  (for  example,  certificates  of  origin  or  sanitary certificates).  Export  formalities  can  now  be  completed  in  full  using  digital  media,  whereas  up until 2009 all DAMs and other documents had to be submitted to SUNAT in hard copy."", '3.78.  SUNAT,  using  risk  management  techniques,  decides  to  which  declarations  the  amber channel  will  apply  and  which  the  red  channel.  The  amber  channel  applies  to  most  declarations and they  are  automatically  regularized  solely  through  acceptance  of  the  digitalized  information indicating  that  the  goods  have  been  shipped.  For  goods  assigned  to  the  red  channel, the documents are examined and there is also a physical inspection. Currently, only 4% of goods go through the red channel.88', '3.79.  All  goods  for  export,  with  a  few  exceptions,  must  be  placed  under  the  authority  of  the Customs  and  therefore  stored  in  a  temporary  warehouse.  Perishable  goods  requiring  special storage and live animals are exempt from this requirement, together with dangerous goods, heavy and/or large machines and products to be exported in bulk in any state. In these cases, after the DAM has been processed, the customs broker has to forward the request for direct loading from the warehouse designated by the exporter.89']"
thailand,THA,407000000000.0,68863514.0,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.1.59,registration and documentation,334,3,"['3.3.1  Registration and documentation procedures', ""3.84.  During the review period, export procedures remained unchanged. As a general rule, there are  no  registration  requirements  for  exporters.  However,  exports  of  a  few  products  (mainly agricultural products, such as fresh longan, durian, apple juice, and orchids) require registration with  the  Department  of  Agriculture  for  quality,  price  monitoring,  and  food  security/safety purposes; in most instances registration is required to meet the importing country's requirements."", '3.85.  Under  the  Customs  Act  B.E.  2469  (1926),  all  goods  being  exported  or  re-exported  from Thailand are subject to customs control and approval. Most export declarations are submitted via the  e-Export  system.  In  addition  to  export  declaration  data,  the  following  documents  must  be submitted  in  case  of  red  line  (high  risk)  shipment:  invoice,  packing  list,  export  licences  (if applicable), certificates of origin (if applicable), and other relevant documents such as catalogues,', '75 The assessment was conducted as part of the ""Mitigating Risks to Integrity in Public Procurement', 'project"", established by UNDP Thailand with key stakeholders in the Thai Government, including the Offices of Public Sector Development Commission and Public Procurement Management Department and the State Enterprise Policy Office. UNDP Press Release, ""UNDP helps Thailand towards a corrupt –free public procurement system"", 7 January 2015. Viewed at http://www.th.undp.org/content/thailand/en/home/presscenter/pressreleases/2015/01/07/undp-helps-thailand-towards-a-corrupt-free-public-procurement-system.html; and Supply Management online information, ""Thailand drafts public procurement law following UNDP review"", 12 January 2015. Viewed at: http://www.supplymanagement.com/news/2015/thailand-drafts-public-procurement-law-following-undp-review#sthash.0XmDZ8Nj.dpuf.', '76 Thai-Russian Chamber of Commerce online information. Viewed at:', 'http://www.trcc.or.th/main/index.php?pim=cevents.', '\x0cWT/TPR/S/326 • Thailand', '- 64 -', 'descriptions of products, ingredients, etc. Once the export declaration has been transmitted to the customs  computer  system,  it  is  subject  to  automatic  processing,  including  data  validation,  data matching, and release status, as appropriate. Where applicable, export duties and taxes may be paid  either  through  the  e-Payment  system  or  at  banks.  In  the  case  of  the  green  line,  the declaration is cleared within a few minutes; after the cargo is exported, a shipping company/agent is  required  to  submit  the  manifest  information  to  the  e-Customs  system.77  The  system  then automatically  loads  the  goods  declaration  and  transmits  the  response  message  back  to  the exporter/broker.  In  the  case  of  red  line  (high  risk)  shipment,  the  cargo  is  removed  for  physical inspection.']"
