country,iso,gdp,population,year,tariff_f,duty_f,quota_f,voluntary_restraint_f,subsidy_f,dumping_f,license_f,rules-of-origin_f,safeguard_f,tax_f,preferential_f,regional_f,bound_f,applied_f,trademark_f,intellectual_property_f,copyright_f,countervailing_f,unfair_f,fair_trade_f,trade_facilitation_f,tariff_lf,duty_lf,quota_lf,voluntary_restraint_lf,subsidy_lf,dumping_lf,license_lf,rules-of-origin_lf,safeguard_lf,tax_lf,preferential_lf,regional_lf,bound_lf,applied_lf,trademark_lf,intellectual_property_lf,copyright_lf,countervailing_lf,unfair_lf,fair_trade_lf,trade_facilitation_lf,section_number,section_name,words,paragraphs,text
albania,ALB,11926892453.0,2876101.0,2016,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.184,export prohibitions and restrictions and licensing regimes,184,3,"['3.2.3  Export prohibitions, restrictions, and licensing', '3.83.  The  exportation  of  firearms,  ammunition,  psychotropic  substances,  and  narcotic  drugs  is prohibited. Special export permits are required for precious metals, antiques, national costumes of artistic or folkloric value, and books and works of art that form part of the national heritage and culture.  Exports  of  some  organic  chemicals  included  in  HS  Chapter  29  are  prohibited  to non-signatories of the Montreal Protocol.', '3.84.  Export  licences  are  required  for  the  exportation  of  military  goods,  under  Law  No. 9707  of 5 April 2007 ""For the state control of import/export activity of military goods"". The Albanian State Export  Control  Authority  controls  the  export/import  of  military  goods  and  technology.  The Authority  also  has  competence  to  grant  import,  export  and  production  licences  for  explosive materials  (previously  granted  by  the  Minister  of  Defence).  These  licences  are  for  one  year  for imports and exports, and eight years for production. The Council of Ministers approves, annually, the  list  of  goods  subject  to  state  control  of  exports,  to  reflect  the  respective  lists  of  controlled goods in the EU. The exportation of radioactive materials is regulated by the Radiation Protection Commission and subject to licensing.']"
australia,AUS,1200000000000.0,24127159.0,2015,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.184,export prohibitions and restrictions and licensing regimes,282,3,"['3.3.2  Export prohibitions, restrictions, and licensing', ""3.87.  During the review period the list of prohibited or restricted items has remained unchanged. Exports of acetic anhydride to Afghanistan remain prohibited, as are exports of certain cultural and heritage goods, and suicide devices.121 Exports of some other goods are prohibited in compliance, inter alia, with international commitments, unless permission or a licence is granted.122 In light of Australia's reliance on agri-food exports, export controls on certain agricultural and food products are operated by certain public-sector entities with a view, inter alia, to ensuring importing country requirements are met (e.g. volume limitations or quota allocation of certain cheeses and beef to"", ""119 Under the Australian Government's fleet arrangements, government-procured motor vehicles must"", 'be either made in Australia by manufacturers that have a local operation in vehicle assembly or component production (Ford, Holden, Toyota), or imported passenger motor vehicles marketed by an Australian-based manufacturer (Department of Finance online information. Viewed at: http://www.finance.gov.au/vehicle-leasing-and-fleet-management/fleet-guidance-and-related-material.html).', '120 For information on exempted goods, see Australian Customs and Border Protection Service online', 'information. Viewed at: http://www.customs.gov.au/site/page5847.asp; and WTO document WT/TPR/S/244/Rev.1, 18 May 2011.', '121 Acetic anhydride is used, inter alia, for the synthesis of heroin. 122 Australian Customs and Border Protection Service online information. Viewed at:', 'http://www.customs.gov.au/site/page4381.asp; and WTO document WT/TPR/S/244/Rev.1, 18 May 2011.', '\x0cWT/TPR/S/312 • Australia', '- 66 -', 'the European Union and the United States, trade and product descriptions), and to maintain food safety and quality standards.123', '3.88.  On 10 December 2012 the prohibition on wheat exports (unless undertaken by accredited exporters)  was  repealed  (sections  3.4.3.1  and  4.2.2.1).124  More  specifically,  the  2008  Wheat Export Marketing Act was amended in 2012, inter alia, to repeal the regulation prohibiting exports of bulk wheat from the Customs (Prohibited Exports) Regulations 1958. Export controls on wood and  woodchips  are  for  the  purpose  of  protecting  environmental  and  heritage  values.  As  from 1 January 2010, no restrictions have applied on merino sheep exports.']"
bahrain,BHR,31858510638.0,1425171.0,2014,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.184,export prohibitions and restrictions and licensing regimes,246,3,"['3.3.3  Export prohibitions, restrictions and licensing', '3.48.  Based on Law No. 18 of 1975 on Price Controls, the Minister of Industry and Commerce has the right to prohibit exports or re-exports on any product.19', '3.49.  Bahrain  prohibits  exports  of  some  products,  including  certain  foodstuffs  and  fuels (Table 3.7). Export restrictions apply to, inter alia, live horses, camels, and antiques (Table 3.8).', '17 Complaints are to be filed within 10 days of becoming aware of the decision or action in case of local tenders,  and  20  days  in  the  case  of  international  tenders.  According  to  Article  56  of  Legislative  Decree No. 36/2002, a refusal must be substantiated. However, if no decision is taken with respect to the complaint within the 30 days, it shall be deemed as an implicit rejection.', '18 Bahrain abolished export duties on 1 September 1986 and eliminated export fees on ready-made', 'clothes in 2005.', '19 Article 6.3 of Law No.18 of 1975.', '\x0cWT/TPR/S/294 • Kingdom of Bahrain', '- 33 -', 'Table 3.7 Prohibited exports, 2014', 'Product description ""Bul-bul"" bird All kinds of fuel as subsidized goods, like diesel', 'All kinds of flour as subsidized goods Fresh chicken of trade mark ""Delmon"", as subsidized goods Red meat as subsidized goods', 'Authority Crown Prince Court National Oil and Gas Authority', 'Ministry of Industry and Commerce Ministry of Industry and Commerce', 'Ministry of  Industry and Commerce', 'Not available.', 'Information provided by the authorities.', 'Table 3.8 Restricted exports, 2014', 'Product description Live horses', 'Authority Equestrian and Horse Racing Club', 'HS Code 0106.3920 2707.1000 2707.3000 2711.3100 .. 0105.9410', '..', '.. Source:', 'HS Code 0101.1010 0101.9010 0101.9020', '0106.1910', '0602.2010', '..', 'Camels', 'Palm tree offshoot', 'Garbage, wastes', 'Royal Court Ministry of Municipality and Agricultural Affairs Public Commission for the Protection of Marine Resources, and Wildlife Environment  Ministry of Information', '9706.0000', 'Antiques', '..  Source:', 'Not available.', 'Information provided by the authorities.']"
barbados,BRB,4587550000.0,284996.0,2014,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.184,export prohibitions and restrictions and licensing regimes,252,4,"['3.2.3  Export prohibitions, restrictions, and licensing', '3.78.  Barbados applies restrictions on the exportation of certain products, which are included in the List of Prohibited and Restricted Exports, of the Customs Act, as amended by the Customs (List of  Prohibited  and  Restricted  Imports  and  Exports)  Order,  2009  (S.I.  2009  No.  127)  and  the Customs  (List  of  Prohibited  and  Restricted  Imports  and  Exports)  (Amendment)  Order,  2010, (S.I. 2010  No.  114).  Goods  listed  in  part  I  of  the  Second  Schedule  of  the  Act  are  prohibited', '\x0cWT/TPR/S/308 • Barbados', '- 57 -', 'exports. They include substances or chemicals listed under HS heading Ex 29.03, namely halons, and  other  ozone-depleting  substances.  Goods  listed  in  part  II  of  the  Second  Schedule  are restricted exports, they included other ozone-depleting substances under HS heading Ex 29.03, as well as substances or chemicals under tariff heading Ex 38.24, mainly refrigerant blends capable of depleting the ozone layer.', '3.79.  Goods listed in the Third Schedule of the Customs Act, 1962 could, in principle, be subject to export licences.24 However, as reported in the previous review, the exportation of most of these products is not restricted and the number of products subject to export restrictions is in practice more limited, mostly for public morals and safety reasons.25', '3.80.  Other products requiring an export licence include: black coral, live sheep and goats, and tortoiseshell  (Statutory  Instrument  2004  No.  2);  and  radioactive  chemical  elements  (S.I.  2004 No. 158).  These  restrictions  are  generally  maintained  for  the  implementation  of  international agreements/conventions.  Export  licences  are  obtained  from  the  Director  of  Commerce  in  the Ministry of Industry, International Business, Commerce and Small Business Development.26 These licences are not automatic and apply irrespective of destination.']"
belize,BLZ,1765256400.0,366954.0,2017,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.1.184,export prohibitions and restrictions and licensing regimes,220,4,"['3.2.3  Export prohibitions, restrictions, and licensing', '3.75.  Since  the  previous  Review,  there  has  been  no  change  to  the  list  of  products  subject  to export prohibitions or licensing requirements, which are regulated under the Customs Regulations (Prohibited and Restricted Goods) (Consolidation) Order, and the Supplies Control (Import/Export) Regulations.', '38 S.I. No. 54 of 2004, Belize Agricultural Health Authority (Inspection in a Foreign Country)', 'Regulations. S.I. No. 182 of 2004, Belize Agricultural Health Authority (Service Fees) Regulations.', '39 CAP. 211, Belize Agricultural Health Authority (Food Safety) Regulations. 40 BAHA online information. Viewed at: http://www.baha.org.bz/index.php/general-procedures', '[November 2016].', '\x0cWT/TPR/S/353 • Belize', '- 59 -', '3.76.  Products prohibited from exportation are:', 'a.  any infringing copy of a work, whether printed, audio, video or other, in which copyright', 'subsists, or plates or other devices or means for making such infringing copies;', 'b.  arms and ammunition of all kinds;', 'c.  raw opium, cocoa leaf, Indian hemp (includes  cannabis), prepared opium, poppy  straw, mescaline  and  other  dangerous  drugs  and  psychotropic  substances,  as  defined  and prohibited in the Misuse of Drugs Act; and', 'd.', 'lumber of any dimensions produced from ziricote trees.', '3.77.  Export products requiring a licence or permission include: scrap metals; antiques; apparatus or component parts for transmission by radio waves; currency, bank or other notes; fish, shrimps, lobster  and  other  crustaceans,  and  all  other  marine  products  including  corals;  logs  and  lumber, medicinal  dangerous  drugs;  wild  animals;  live  animals  (excluding  pets);  sugar;  citrus  fruits;  and beans.41 The authorities indicated their intention to review this list.']"
brazil,BRA,1800000000000.0,207652865.0,2017,5,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.184,export prohibitions and restrictions and licensing regimes,433,6,"['3.2.3  Export prohibitions, restrictions, and licensing', '3.69.  Brazil maintains export prohibitions for environmental protection reasons, and in compliance with  international  agreements  and  United  Nations  resolutions.94  The  list  of  export  prohibitions includes raw leather of amphibians and reptiles, as well as certain organic chemicals (if exported to non-signatories of the Montreal Protocol). Exports of wood in the rough (HS 4403) are suspended, unless  approved  by  the  Brazilian  Institute  of  the  Environment  and  Renewable  Natural  Resources (IBAMA).', ""3.70.  Export authorization or licensing requirements remain in place for a relatively large number of products, mainly for safety, health, security, environmental, or native fauna protection reasons. Prior authorization is required for each export shipment, but the authorities note that forthcoming changes  in  the  context  of  Brazil's  Single  Window  Programme  (Section 3.1.1)  would  relax  this requirement,  once  SISCOMEX  is  redesigned  for  differential  treatment  of  export  licences  and authorizations."", '3.71.  Besides DECEX, 11 government entities  have export authorization competences, and some products  require  authorization  by  more  than  one  entity.  According  to  available  information,  at end-2016  exports  classifiable  under  some  1,548  eight-digit  tariff  lines,  representing  around  15%', '92 Law No. 9,716 of 26 November 1998 and Decree No. 6,759 of 5 February 2009. 93 Decree-Law No. 1,578 of 11 October 1977 and Provisional Measure No. 2,158-35 of 24 August 2001. 94 SECEX Ordinances No. 23 of 14 July 2011 and No. 29 of 21 August 2013.', '\x0cWT/TPR/S/358 • Brazil', '- 59 -', ""of Brazil's tariff, were subject to prior authorization.95 At end-2010, the corresponding figure was 1,055  lines,  representing  approximately  10%  of  all  tariff  lines.  The  main  product  categories requiring  prior  export  authorization  include  chemicals,  pharmaceuticals,  wood  products,  and  live animals."", '3.72.  The  Inter-Ministerial  Commission  for  Export  Control  of  Sensitive  Goods  (CIBES)  remains responsible  for  regulating  and  controlling  the  exportation  of  sensitive  goods  and  services.96 Sensitive  items,  subject  to  export  licensing  and  authorization  by  CIBES,  include:  chemical, biological  and  dual-use  goods  that  could  be  utilized  for  war  purposes;  goods  for  use  in  nuclear activities  and  equipment;  goods  for  use  in  missile-related  activities  and  equipment;  and  services directly  linked  to  the  production  or  use  of  a  sensitive  good.  The  lists  of  controlled  products  and services  are  prepared,  updated,  and  approved  by  CIBES.97  Export  authorization  by  a  second agency may be required if the product also falls under its competences.', ""3.73.  DECEX remains in charge of licensing of Brazilian exports that are subject to tariff quotas in certain  destination  markets.  Quotas the  EU  are  administered  on  a first-come-first-served  basis  (sugar),  on  a  past-performance  basis  (bovine  meat),  or  on  a combination  of  both  methods  (poultry  products).  Licences  for  bovine  and  poultry  exports  are conditional  on  the  producer's  accreditation  by  the  Ministry  of  Agriculture,  Livestock  and  Food Supply  (MAPA)  and  acceptance  as  a  safe  exporter  by  the  competent  EU  authorities.  DECEX  also administers, on first-come-first-served basis, exports of milk to Colombia under a MERCOSUR tariff quota, which is set to expire in 2018."", 'for  exports', 'to']"
brunei_darussalam,BRN,11400266877.0,423196.0,2014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.184,export prohibitions and restrictions and licensing regimes,312,4,"['3.2.3  Export prohibitions, restrictions, and licensing', '3.59.  The Customs Order 2006 (Section 31) allows the Minister of Finance to prohibit imports or exports.  Brunei  prohibits  exports  of  prawn  refuse  and  copra  cake,  stone  and  gravel,  and  round timber of logs and sawn timber.', ""3.60.  Brunei  maintains  export  restrictions  on  certain  goods,  such  as  sugar,  rice,  paddy  and products thereof, to ensure adequate domestic supply and price stability. Before restricted goods may be exported, an export permit from the relevant authorizing agency and Customs' approval are required (Table 3.9).46"", 'Table 3.9 Restricted exports, 2014 Goods Articles of antique or historical nature made or discovered in Brunei Cigarettes Automotive gas oil (diesel)  Gasoline (premium and regular) Kerosene Rice, paddy, and products thereof', 'Sugar Highly processed timber Elaeis Quineesis (oil palm) Derris species (tuba)', 'Reason Cultural heritage', 'Authorizing agency Department of Museums', 'Health Supply and price stability Supply and price stability Supply and price stability Supply and price stability', 'Supply and price stability Supply and price stability Supply and price stability Wildlife', 'Ministry of Health  Energy Department Energy Department Energy Department Supply and State Stores Department (SSSD)a SSSDa Department of Forestry SSSDa Department of Agriculture and Agrifood (DOAA)', 'a Source:', 'Until 2010, Department of Information Technology and State Stores.  Information provided by the authorities.', '3.61.  Some other products are subject to export licences which may be obtained upon fulfilment of  certain  conditions  (Table  3.10),  including  local  content  and  packaging  and  labelling requirements.', '42 Viewed at: http://www.mof.gov.bn/index.php/brunei-e-customs. 43 APEC document 2011/MAG/WSKP1/005, February 2011. Viewed at:', 'http://mddb.apec.org/Documents/2011/MAG/WKSP1/11_mag_wksp1_005.pdf.', '44 ASEAN online information. Viewed at: http://www.asean.org/news/asean-statement-', 'communiques/item/the-pilot-project-for-the-implementation-of-a-regional-self-certification-system-brunei-darussalammalaysiasingaporeasean-secretariat-29-october-2010; and ASEAN (2013a).', '45 World Bank/IFC (2014).  46 RCED online information. Viewed at: http://www.mof.gov.bn/index.php/royal-custom-', 'matters/customs-procedures/prohibition-and-restriction and http://www.mof.gov.bn/index.php/royal-custom-matters/customs-procedures/import-and-export-licencepermit.', '\x0cWT/TPR/S/309 • Brunei Darussalam', '- 40 -', 'Table 3.10 Licensed exports, 2014 Goods Badges, banners, and souvenirs Eggs, crops, fruits, live animals, plants, vegetables', 'Fishes, prawns, shells, water organisms, and fishing equipment Halal meat and meat products (fresh, cold, and frozen) Radio transmitter and receiver, communications equipment Salt Vehicles Poison, chemicals, and radioactive materials Broadcasting equipment', 'Firearms, explosives, fire crackers, dangerous weapons, publication materials, prints, films, CDs, scrap metal Source:', 'Information provided by the authorities.']"
canada,CAN,1530000000000.0,36286425.0,2015,0,0,3,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.1.184,export prohibitions and restrictions and licensing regimes,521,4,"['3.2.3  Export prohibitions, restrictions, and licensing', ""3.99.  Canada's  export  controls  are  mainly  governed  by  the  Export  and  Import  Permits  Act (EIPA).69  The  Export  Control  List70  (ECL),  a  regulation  made  under  the  authority  of  the  EIPA, establishes a listing of controlled goods and technologies. The ECL is supplemented by A Guide to Canada's Export Controls (Guide) providing greater detail on the goods and technologies controlled for  export.71  Since  Canada's  previous  review,  the  ECL  and  the  Guide  have  been  amended  to incorporate  updated  controls  from  a  number  of  multilateral  regimes  such  as:  the  Wassenaar Arrangement,  the  Nuclear  Suppliers  Group,  the  Missile  Technology  Control  Regime,  and  the Australia  Group.  Most  items  on  the list  are  military  and  strategic  goods  or  technology,  including dual-use  goods.72  Canada  also  issues  Certificates  of  Eligibility  to  ensure  orderly  marketing  of certain textiles and apparel exports to the U.S. under the NAFTA. These products are not listed on the ECL, as they are subject to certificates of eligibility, rather than export permits."", ""3.100.  In  general,  an  export  permit  is  required  for  the  export  of  items  included  on  the  ECL, irrespective  of  the  destination,  with  some  exceptions  for  exports  to  the  United  States.73  The issuance  of  export  permits  and  certificates  is  under  the  authority  of  the  DFATD.  Exporters  can submit  their  application  by  mail,  fax,  or  online  through  Export  Controls  Online  (EXCOL)74  or  the Export  Import  Control  System  (EICS).  Fees  are  set  out  in  the  Export  and  Import  Permits  and Certificates  Fees  Order.75  Enforcement  is  under  the  responsibility  of  the  CBSA  and  the  Royal Canadian Mounted Police. Canada's main export prohibitions, restrictions and licensing are listed in Table 3.11."", 'Table 3.11 Main export prohibitions, restrictions and licensing, 2014 Products/destinations Military and strategic goods and technology Agricultural and food products  - Peanut butter  - sugar-containing products  - sugars, syrups and molasses Forest products:  - Logs  - Pulpwood  - red cedars  - Softwood lumber products Textiles and apparel  Source:  EIPA (Section 3(1)(a) and (d)), and information provided by the Canadian authorities.', 'Rationale Implementation of intergovernmental arrangements or commitments and/or national security  U.S. quota regime U.S. quota regime U.S. quota regime  Promote the further processing Promote the further processing Promote the further processing Softwood Lumber Agreement Implementation of intergovernmental arrangements or commitments.', 'and Schedule 3.', '68 For more details regarding the legislation governing this tax, see Excise Act, 2001, sections 50 and 56', '69 Export and Import Permits Act. Viewed at: http://laws-lois.justice.gc.ca/eng/acts/e-19/. 70 Export Control List. Viewed at: http://laws-lois.justice.gc.ca/eng/regulations/SOR-89-202/index.html. 71 As of January 2015 the current version of the Guide is ""A Guide to Canada\'s Export Controls –', 'December 2013"". Viewed at: http://www.international.gc.ca/controls-controles/about-a_propos/expor/guide-2013.aspx?lang=eng.', '72 DFATD (2013). 73 Export permits are not required for most controlled goods or technology destined to a final consignee', 'in the United States. Items that do require an export permit to the United States are defined in ""A Guide to Canada\'s Export Controls"" via a statement that the control applies to All Destinations.', '74 The Export Controls On-Line (EXCOL). Viewed at: https://www.excol-ceed.gc.ca/Main-', 'Principal/Home_Accueil.aspx?lang=eng.', '75 Export and Import Permits and Certificates Fees Order (SOR/95-245). Viewed at: http://laws-', 'lois.justice.gc.ca/eng/regulations/SOR-95-245/page-1.html.', '\x0cWT/TPR/S/314 • Canada', '- 76 -', ""3.101.  Permit  requirements  may  also  depend  on  the  origin  or  destination  of  the  goods  to  be exported.  An  individual  export  permit  is  required  for  U.S.-origin  goods  if  the  goods  are  to  be exported to destinations such as Iran, Cuba, Syria or the Democratic People's Republic of Korea. The export of any item to countries on the Area Control List76 also requires a permit.""]"
chile,CHL,247000000000.0,17909754.0,2015,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.184,export prohibitions and restrictions and licensing regimes,82,2,"['3.2.3  Export prohibitions and restrictions and licensing regimes', '3.122.  Chile does not in general prohibit exports, and does not apply an export licensing regime or  quotas.114  Such  measures  are  only  imposed  in  order  to  ensure  compliance  with  international agreements  signed  by  Chile,  for  example,  the  Montreal  Protocol  or  CITES,  or  to  protect  culture, the environment  or  human  health.  The  products  which  may  not  be  exported include anthropological, archaeological, ethnic, historical and paleontological objects and items; pehuen or Chilean pine (araucario araucana); and psychotropic substances.115']"
china,CHN,11200000000000.0,1378665000.0,2016,5,2,12,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,16,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.184,export prohibitions and restrictions and licensing regimes,959,6,"['3.2.3  Export prohibitions, restrictions, and licensing', '3.102.  As  in  the  case  of  imports,  the  State  may restrict  or  forbid  exports  to:  maintain  national security  and  public  morality;  protect  human,  animal  and  plant  health;  protect  the  environment; protect  exhaustible  natural  resources  that  are  in  short  supply  or  require  ""effective  protection""; organize  ""export  business  management"";  comply  with  China\'s  international  commitments;  or under any other circumstance as provided for in any law or administrative regulation.', ""119 In 2014, China's exports of rare-earth metals, scandium and yttrium, whether or not intermixed or"", 'interalloyed (HS 2805.30), accounted for 52% (62% 2012) of total world exports (United Nations Statistics Division (UNSD), Comtrade database).', '120 Shui Wei Hui [2015] No. 3, Customs Tariff Commission of the State Council, Circular on Adjusting', 'Export Duties of Some Products. Viewed at: http://gss.mof.gov.cn/zhengwuxinxi/zhengcefabu/201504/t20150423_1221830.html. .', '121 Twelve tariff lines under HS Chapter 31 (mineral or chemical fertilizers) and the additional line (ammonium chloride for use as fertilizer) (HS 28271010) were subject to special export duties in 2013.', '122 The eight tariff lines were related to coal/lignite/peat (HS 2701-2703). 123 These products were: phosphoric acid (HS 2809.20.19), anhydrous ammonia (RMB 180/tonne) (HS 2814.10.00), ammonia in aqueous solution (RMB 60/tonne) (HS 2814.20.00), urea (RMB 80/tonne) (HS 3102.10.00), potassium chloride (RMB 600/tonne) (HS 3104.20.90), potassium sulphate (RMB 600/tonne) (HS 3104.30.00), diammonium hydrogenorthophosphate (RMB 100/tonne) (HS 3105.30.00), and ammonium dihydrogenorthophosphate and mixtures thereof (RMB 100/tonne) (HS 3105.40.00).', '124 The Interpretation of VAT by the SAT, 28 September 2011. Viewed at:', 'http://www.chinatax.gov.cn/n8136506/n8136608/n8138877/n8139027/8357269.html (in Chinese only).', '\x0cWT/TPR/S/342 • China', '- 75 -', '3.103.  MOFCOM,  in  collaboration  with  other  relevant  departments,  formulates  and  issues  a Catalogue of Goods Restricted or Forbidden for Export; this Catalogue was last updated in 2008.125 Reflecting this, the products subject to export prohibitions remained unchanged since 2013. Export prohibitions  apply  to  products  such  as:  bezoar,  musk,  black  moss,  certain  plants,  bones,  ivory, natural  sands  (HS  Chapter  25)  asbestos,  halogenated  derivatives  of  hydrocarbons,  organic chemicals  (HS  Chapter  29),  fertilizers  (not  chemically  treated);  unprocessed  wood  and  some platinum products.126', ""3.104.  China's Foreign Trade Law also distinguishes between goods that may be freely exported and  those  that  may  be  restricted.  Restricted  exports  may  be  subject  to  quotas  and/or  licences. China imposes global and destination-specific export quotas. The list of products subject to quotas and  the  quota  volumes  for  the  following  year  is  published  on  31  October  of  each  year.127  As information provided by the authorities shows, in 2013, global export quotas applied to 193 tariff lines  at  HS  8-digit  level.  On  1  January  2015  China  removed  the  export  quotas  on  rare  earth, tungsten and tungsten products, as well as on molybdenum; these products are at present subject to export licensing.128"", '3.105.  Goods that are freely exported may be subject to automatic export licensing for monitoring purposes, while goods that are subject to restriction are subject to non-automatic export licences. MOFCOM issues on a yearly basis the Catalogue of Goods Subject to the Administration of Export Licences.129  The  Catalogue  lists  goods  that  are  subject  to  export  quota  (licences),  export  quota bidding (licences), and to general export licensing (Table 3.11). For exports subject to a quota, the exporter needs to obtain quota access prior to applying for a licence. The additional requirement of obtaining  an  export  permit,  which  was  compulsory  prior  to  requesting  the  export  licence,  was removed  for  certain  products  (i.e.  rare  earths,  tungsten  and  molybdenum).  In  addition,  to ""maintain foreign trade order"", export declarations of certain products subject to export licensing (e.g. liquorice, some types of magnesia products, rare earths, antimony and antimony products, and natural sands), when exported to Chinese Taipei; Hong Kong, China; and Macao, China, may be cleared only through designated ports.130', 'Table 3.11 Products subject to export quotas and licensing, 2015-16', 'Products Goods subject to quota and licensing Rice, maize, wheat, cotton, coal', 'Wheat flour; maize flour; rice flour; sawn lumber; live cattle, swine and chicken (for export to Hong Kong, China and Macao, China); live pigs (to Hong Kong, China and Macao, China); crude oil; refined oil; antimony and antimony products; tin and tin products; silver; indium and indium products; and phosphate rock Mat rush and mat rush products, talcum lump (powder), magnesia, liquorice and liquorice products', 'Type of management  Export quota (licensing)', 'Export quota (licensing)', 'Comment  The quota is allocated by the NDRC The licence is issued by MOFCOM  The quota is allocated by MOFCOM', 'Export quota bidding (licensing)', 'The quota is allocated by MOFCOM', '125 GACC Announcement [2008] No. 96. Viewed at:', 'http://www.mofcom.gov.cn/aarticle/b/c/200812/20081205948343.html (in Chinese only).', '126 WTO documents G/MA/QR/N/CHN/2 and G/MA/QR/N/CHN/3, 24 April 2015.  127 For more details on the management of the export quotas, refer to Articles 38-41 of the Regulation', 'on the Administration of the Import and Export of Goods.', '128 MOFCOM GACC Joint Announcement [2014] No. 94. Viewed at:', 'http://www.mofcom.gov.cn/article/h/zongzhi/201501/20150100856075.shtml (in Chinese only).', '129 MOFCOM GACC Joint Announcement [2014] No. 94. 130 For instance, the designated ports to clear export declarations for rare earths are Tianjin Customs,', 'Shanghai Customs, Qingdao Customs, Huangpu Customs, Customs Hohhot, Nanchang Customs, Ningbo Customs, Nanjing and Xiamen Customs.', '\x0cWT/TPR/S/342 • China', '- 76 -', 'Products Goods subject to licensing Live cattle, swine and chicken (for markets other than Hong Kong and Macao SARs); fresh chilled beef, pork and chicken; frozen beef, pork, and chicken; bauxite; rare earth; paraffin; tungsten; carborundum; platinum (for processing trade); some metals and metal products; molybdenum and molybdenum products; natural sand (including natural sand); oil products (oil, grease, lube base oil); citric acid; penicillin industrial salt; vitamin C; sulfuric acid; disodium sulphate; motorcycles (including all-terrain vehicles) and their engines and frames; and motor vehicles (including completely knock-down kits) and their chassis  Substances depleting the ozone layer, and alumina, coke, tungsten products, silicon carbide, manganese, and fluorite', 'Type of management  Export licence', 'Comment  A licence is granted to the exporter who has signed the relevant export contract', 'Export licence', 'An export permit is required before applying for a licence', 'Source:  MOFCOM GACC Joint Announcement No. 76 of 2015. Viewed at:', 'http://wms.mofcom.gov.cn/article/zcfb/g/201512/20151201225345.shtml (in Chinese only); and information provided by the Chinese authorities.', '3.106.  In  addition  to  the  list  of  goods  subject  to  export  licences  under  general  trade,  the Catalogue of Goods Subject to the Administration of Export Licences also lists those export licences that apply to border trade. In 2015, there were 48 categories of goods subject to export licensing under general trade. The number of tariff lines at the HS 8-digit level subject to export licensing in 2015 was 450 (unchanged since 2013).']"
