country,iso,gdp,population,year,tariff_f,duty_f,quota_f,voluntary_restraint_f,subsidy_f,dumping_f,license_f,rules-of-origin_f,safeguard_f,tax_f,preferential_f,regional_f,bound_f,applied_f,trademark_f,intellectual_property_f,copyright_f,countervailing_f,unfair_f,fair_trade_f,trade_facilitation_f,tariff_lf,duty_lf,quota_lf,voluntary_restraint_lf,subsidy_lf,dumping_lf,license_lf,rules-of-origin_lf,safeguard_lf,tax_lf,preferential_lf,regional_lf,bound_lf,applied_lf,trademark_lf,intellectual_property_lf,copyright_lf,countervailing_lf,unfair_lf,fair_trade_lf,trade_facilitation_lf,section_number,section_name,words,paragraphs,text
bahrain,BHR,31858510638.0,1425171.0,2014,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3.1.94,procedures,564,10,"['3.2.1  Procedures', '3.5.  All imports into Bahrain, including those destined for bonded areas, must be accompanied by, inter alia, four copies of the bill of landing (airway bill for air cargo); the original of the certificate of  origin  (for  statistical  purposes)1;  three  copies  of  the  commercial  invoice;  and  insurance certificates  for  all  shipments  insured  by  the  exporter  or  shipper.  Commercial  invoices  must  be certified  by  a  Chamber  of  Commerce  in  the  country  of  origin,  stating  origin  and  current  export price  of  the  product.  The  certificate  of  origin  must  be  stamped  by  the  relevant  Consulate  of Bahrain  or  any  Arab  Embassy  in  the  country  of  origin  before  the  goods  may  be  exported  to Bahrain.  Consular  fees  are  waived  for  U.S.  traders.  In  the  event  that  the  documents  are  not authenticated, the goods may still be cleared after inspection by Customs and duties paid in the form  of  a  deposit,  which  is  forfeited  if  the  authenticated  documents  are  not  provided  within  six months of the date of import.', '3.6.  Product-specific  documentation  is  also  required  for  imports  of  drugs  and  medicines,  food products,  live  animals,  birds  and  fish,  and  all  meat  and  poultry  products.  Import  permits  must accompany  certain  products,  including  special  breed  horses  (Arabian  horses),  armaments, insecticides, and fungicides. (section 3.2.5 below).', '3.7.  All  importers  and  exporters  must  be  listed  in  the  commercial  registry  maintained  by  the Ministry  of  Industry  and  Commerce  (MOIC),  and  be  members  of  the  Bahrain  Chamber  of Commerce and Industry (BCCI). Since July 2012, the company registration fee has increased to BD 50 per year previously BD 30.', '3.8.  Importers  in  Bahrain  are  not  required  to  use  a  commercial  agent.  Bahrain  has  no  laws  or regulations  on  pre-shipment  inspection.  Goods  received  on  a  through-bill-of-lading,  for  a destination  outside  Bahrain  and  dispatched  overland,  are  cleared  on  a  transit  bill.  A  deposit  or guarantee  is  required  by  Customs  Affairs,  and  is  refunded  on  proof  of  exit  of  the  goods  from', '1 Where the certificate of origin is not available, a BD 10 deposit is payable until it is provided.', '\x0cWT/TPR/S/294 • Kingdom of Bahrain', '- 23 -', 'Bahrain  within  30 days  of  the  date  of  the  transit  bill.  If  the  consignment  is  dispatched  by  sea, directly from the port (ship-shore-ship or ship-to-ship), the goods are cleared on a transhipment bill.', '3.9.  Customs  duties  are  suspended  for  goods  stored  in  government  bonded  warehouses,  until re-export, whereupon they are cancelled. If the goods are not re-exported and are sold in Bahrain, the  appropriate  duties  are  levied.  Customs  may  inspect  all  goods  stored  in  bonded  warehouses. Bahrain has seven customs offices.', '3.10.  In  2007,  Bahrain  implemented  the  Customs  Automation  System  (eCAS),  a  computerized bilingual (Arabic/English) system, aimed at automating and managing all local customs activities relating to the movement of goods from and to Bahrain. According to the authorities, this system was not effective and was terminated in 2011.', '3.11.  In  2011,  a  new  eCustoms  System  for  Single  Window  and  International  Trade  Facilitation known  as  OFOQ  was  established.  OFOQ  aims  to  provide  integrated,  seamless,  electronic  trade operations  between  Bahrain’s  customs  and  regulatory  authorities  and  the  trade  and  logistics operators. It is a single window platform for submissions and enquiries, with particular emphasis on reducing the cost and time of transactions whilst ensuring compliance through intelligent risk management. The system allows traders to expedite the release and clearance process of goods. OFOQ  is  fully  operational  at  Bahraini  ports  and  its  airport.  According  to  the  authorities,  around 90% of goods are released without inspection typically the same day.', '3.12.  In  2012,  Bahrain  acceded  to  the  Revised  Kyoto  International  Convention  on  the Simplification and Harmonization of Customs Procedures.']"
bahrain,BHR,31858510638.0,1425171.0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.94,procedures,82,10,"['3.3.1  Procedures', '3.45.  Like  imports,  exports  may  only  be  carried  out  by  companies  or  individuals  who  are registered with the commercial registry at the Ministry of Industry and Commerce (MOIC) and are members  of  the  Bahrain  Chamber  of  Commerce  and  Industry  (BCCI).  Documents  required  for exports include the commercial invoice and a certificate of origin stamped by the Bahrain Chamber of Commerce and Industry.', '3.46.  Additional documentation may be required by Customs Affairs if exports of the products are restricted, e.g. if they are subject to permits.']"
djibouti,DJI,,942333.0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.94,procedures,62,1,"['3.2.1  Procedures', '3.64.  The  registration  formalities  applicable  to  importation  of  goods  for  commercial  purposes generally  also  apply  to  exports  (section 1).  According  to  the  Doing Business  report  for  2014, an average of 20 days is usually needed to complete all export procedures (13 days to draw up the documents, two for customs clearance and technical inspection, three for handling at the port and terminal, and two for inland transport).']"
indonesia,IDN,932000000000.0,261115456.0,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.1.94,procedures,137,1,"['3.1.1  Procedures', '3.1.  Indonesia  has  several  customs  entry  points.  Its  main  seaports  are  Tanjung  Periok  port (Jakarta);  Tanjung  Perak  port  (Surabaya);  Belawan  port  (Medan);  and  Tanjung  Emas  Port (Semarang).  Its  main  airport  is  Soekarno-Hatta  airport  (Jakarta).  Customs  matters,  including facilitating  and  controlling  the  flow  of  goods  in  and  out  of  the  Indonesian  territory  and  the collection  of  customs  duties,  excise  and  other  taxes,  are  the  responsibility  of  the  Directorate-General  of  Customs  and  Excise  (DGCE),  under  the  Ministry  of  Finance  (MOF).  The  Customs  Act No. 10/1995 (as amended by Act No. 17/2006) governs customs matters.', '3.2.  A  number  of  customs-related  reforms  were  implemented  over  the  review  period.  These include:  the  introduction  of  a  single  administrative  document  (SAD);  implementation  of  the Indonesian National Single Window (INSW) (see below); and the development of Customs Prime Service Offices with trade facilitation for ""prioritized"" and ""non-prioritized"" prominent partners (see below).']"
kyrgyz_republic,KGZ,6551287938.0,6082700.0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.94,procedures,79,1,"['3.2.1  Procedures', '3.95.  Export  procedures  to  clear  products  through  Customs,  as  well  as  payment  of  applicable fees, include presentation of a customs declaration and the following documentation: contract of transaction  or  sale;  bill  of  lading;  certificate  of  origin  (dependent  upon  the  export  destination); customs  declaration  form;  licence  (if  applicable);  and  permit  (if  applicable).  According  to  the Customs Service, exports receive less scrutiny than imports, and the paperwork is typically dealt with rapidly. Bonded warehouses are in principle used in the case of re-exports.']"
malaysia,MYS,296000000000.0,31187265.0,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.1.94,procedures,296,2,"['3.3.1  Procedures', '3.71.  There  have  been  no  major  changes  to  export  procedures  in  Malaysia  since  2010.  Export declarations can be made by the owner, exporter, consignor or an agent authorized by the owner or  exporter  and  approved  by  Customs.  All  goods  for  export  must  be  declared  on  Customs  Form No. 2.  Documentation  and  other  procedures  are  electronic.  Since  November  2011,  Malaysia  has operated self-certification of certificates of origin (COOs) on a pilot-project basis, as a means to further  reduce  cost  and  time  for  utilizing  preferential  tariffs  under  certain  FTAs  (selected  ASEAN states,  Australia,  New  Zealand)  (section  3.2.2.6).  MITI  undertakes  continuous  outreach  in  this area,  in  particular  the  Pocket  Talk,  which  provides  a  platform  for  government-to-business engagement to encourage companies to use trade preferences, provide information on the various', '75 Adham and Siwar (2012b). 76 Viewed at: http://myprocurement.treasury.gov.my; and U.S. Department of Commerce/U.S.', 'Commercial Service (2012).', '77 Viewed at: http://www.pemandu.gov.my/. 78 The Borneo Post, ""Bernas rice import monopoly extended by more 10 years"", 7 May 2012. Viewed at:', 'http://www.theborneopost.com/2012/05/07/bernas-rice-import-monopoly-extended-by-more-10-years/#ixzz2LuWyNZjc [25 February 2013].', '79 More information about BERNAS commercial and non-commercial activities is also available in WTO', 'document WT/TPR/M/225/Add.1, 19 March 2010.', '80 WTO documents G/STR/N/1/MYS, 15 August 1995; G/STR/N/2/MYS, G/STR/N/3/MYS,', 'G/STR/N/4/MYS, G/STR/N/5/MYS, G/STR/N/6/MYS, G/STR/N/7/MYS, G/STR/N/8/MYS, G/STR/N/9/MYS, and G/STR/N/10/MYS, 7 July 2010; and G/STR/N/11/MYS, G/STR/N/12/MYS, G/STR/N/13/MYS, and G/STR/N/14/MYS, 2 September 2013.', '\x0cWT/TPR/S/292 • Malaysia', '- 58 -', 'ROOs,  and  hand-hold  and  walk  through  the  processes  and  procedures  for  COO  application.81 According  to  the  World  Bank/IFC,  in  2012  exporting  a  standard  container  of  goods  required 5 documents, took 11 days, and cost US$435.82', '3.72.  Export  proceeds  must  be  repatriated  to  Malaysia  in  full  as  per  the  sales  contract,  within six months  from  the  date  of  export.  They  may  be  received  in  foreign  currencies  (except  for  the currency of Israel) or in ringgit from an external account, and may be retained in foreign currency accounts with banks in Malaysia or at overseas branches of Malaysian-owned banks.83 Permission (ex  ante)  is  required  for  residents  to  retain  export  proceeds  in  foreign  currency  accounts  in international Islamic banks or offshore banks.']"
morocco,MAR,101000000000.0,35276786.0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.94,procedures,642,5,"['3.2.1  Procedures', ""3.100.  In general, natural or legal persons wishing to engage in export activities must be listed in the Commercial Register.93 Exporters of agricultural produce and marine products, as well as any facilities  manufacturing,  processing  or  packaging  food  products  for  export,  must  obtain approval (renewable  annually)  from  the  Autonomous  Export  Control  and  Coordination  Agency  (EACCE),  a government body attached to the Ministry of Agriculture and Marine Fisheries. The EACCE controls the quality of products according to the standards of the country of destination. It also participates in IMANOR's food standards commissions (Section 3.1.7.1). Craft exporters must be registered in the relevant register."", ""3.101.  A Single Goods Declaration (DUM) is required for any goods sent for export. This must be accompanied  by  an  export  licence  in  the  case  of  goods  subject  to  quantitative  restrictions (Section 3.3.3).94  An  export  licence  is  issued  by  the  Ministry  responsible  for  foreign  trade.  The foreign exchange undertaking (linked to the repatriation obligation), which was compulsory for all freely  exportable  goods,  has  no  longer  been  required  since  28 March 2014.  In  addition  to  its positive  impact  in  terms  of  streamlining  procedures,  the  elimination  of  this  measure  has  helped improve Morocco's ranking in the Doing Business 2015 report (31st compared to 37th in 2014)."", '3.102.  Other  documents  may  also  be  required  for  export,  namely  prior  authorization  from  the competent agencies for certain products95, the packing list, the international transport document, the  certificate  of  origin,  the  control  certificate  depending  on  the  type  of  product,  the  wharfage, receipt  or  deposit  documents,  or  any  other  proof  that  the  goods  have  been  presented  to  the customs for the purpose of export.', '3.103.  The export of some products of animal or plant origin96, pharmaceuticals and cosmetics or products of the crafts industry is subject to technical control carried out by the EACCE, the Ministry of Health and the Ministry responsible for crafts, respectively. Craft products do not qualify as such without  the  quality  control  technical  endorsement  of  the  Crafts  Department.  The  new  Law No. 61-12  gives  the  EACCE  new  tasks  and  clarifies  its  control  responsibility.  It  is  responsible  in particular  for  conducting  inspections  to  ensure  that  Moroccan  agricultural  produce  and  marine products  for  export  comply  with  the  legislative  and  regulatory  requirements  applicable  in  the foreign market of destination. An inspection certificate is issued following these inspections. The EACCE is accredited by the EU for the control of fresh fruit and vegetables exported to the EU; a conformity certificate is issued once the control procedure has been carried out. The EACCE is also responsible  for  sectoral  committees  specializing  in  the  coordination  of  exports  of  agricultural produce  and  seafood  products;  ensuring  strategic  monitoring  on  export  markets,  including monitoring  non-tariff  measures  and  disseminating  this  information  to  exporters;  acting  as  an interface between operators and public and private Moroccan and foreign institutions in relation to the  export  of  agricultural  produce  and  marine  products.  As  the  control  body,  the  EACCE participates  regularly  in  the  work  of  various  international  food  standardization  organizations, including European ones (UN/ECE, Codex, OECD, IOC) with the aim of harmonizing standards so as to facilitate trade in this area.', '93 Some exporters are exempt, for example, those exporting on an occasional basis, natural persons,', 'cooperative associations, self-entrepreneurs, farmers and artisans.', '94 Article 19 of Law No. 13-89 on foreign trade, enacted by Dahir No. 1-91-261 of 9 November 1992, as', 'amended and supplemented by Law No. 3-96, enacted by Dahir No. 1-97-63 of 12 February 1997.', '95 These are: works of art and antiques (authorization from the Ministry of Culture); vehicles purchased', 'with loans (authorization from the loan entity financing the purchase of the vehicle concerned); products of endangered species of wild fauna and flora (CITES permit issued by the department responsible for water resources and forests); and potassium (authorization from the Ministry responsible for mining).', '96 In principle, all products are concerned, including rice.', '\x0cWT/TPR/S/329 • Kingdom of Morocco', '- 65 -', '3.104.  In  order  to  benefit  from  the  preferences  accorded  under  bilateral  or  multilateral agreements and treaties, exporters must obtain the proper certificate of origin from the ADII.']"
oman,OMN,66293368010.0,4424762.0,2013,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.1.94,procedures,293,5,"['3.2.1  Procedures', '3.5.  All  imports  into  Oman  above  RO  1,000  must  be  accompanied  by:  an  accredited  copy  of commercial  registration;  a  copy  of  the  affiliation  certificate  to  the  Oman  Chamber  of  Commerce and Industry (OCIC); a commercial invoice, a bill of lading or airway bill; the relevant certificate or permit  for  restricted  imports  (section  3.2.6);  and  a  certificate  of  origin  for  preferential  imports. Commercial  invoices  and  certificates  of  origin  must  be  authenticated  by  an  Omani  Consulate  or representative  (any  Arab  Embassy)  in  the  country  of  origin  before  the  goods  are  exported  to Oman.  If  the  documents  are  not  certified,  the  goods  may  still  be  cleared  after  payment  of  a deposit  of  RO 20.  The  deposit  is  reimbursed  if  the  required  documents  are  submitted  within 90 days.1', '3.6.  Since  2003,  Oman  has  been  applying  the  GCC  Common  Customs  Law,  and  its  Rules  of Implementation and Explanatory Notes, through Sultani Decree 67/2003. Under the ""single port of entry"" principle, items imported into Oman or any other GCC State, and destined for another GCC market, are subject to customs duty only at the first point of entry into the GCC.', '3.7.  Since  its  last  TPR  in  2008,  Oman  has  continued  to  improve  the  efficiency  of  its  customs procedures. The authorities indicate that a contract was recently signed with a private company to further mainstream customs procedures and establish an electronic single window project. There are  27  customs  offices  in  Oman.  According  to  the  authorities  goods  are  normally  cleared  within 24 hours.', '3.8.  Importers in Oman are not required to use a commercial agent. Oman has notified the WTO that it has no laws or regulations on pre-shipment inspection.2 Goods are randomly selected for inspection on the basis of a risk management system (e.g. type, description, and value of goods). On average, about 2% of all imports are subject to physical inspection.', '1 Royal Police online information. Viewed at:', 'http://www.rop.gov.om/English/dg_customs_importing.asp.', '2 WTO document G/PSI/N/1/Add.10, 19 July 2004.', '\x0cWT/TPR/S/295 • Oman', '- 23 -']"
oman,OMN,66293368010.0,4424762.0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.94,procedures,62,5,"['3.3.1  Procedures', '3.29.  Like  imports,  exports  may  only  be  carried  out  by  companies  or  individuals  who  are registered  with  the  Commercial  Registration  Department  of  the  MOCI.  Documents  required  for exports  include  the  commercial  invoice.  Additional  documentation  may  be  required  by  the Directorate  General  of  Customs  for  exports  of  products  that  are  subject  to  permits  from  the relevant ministries.', '11 WTO documents G/ADP/N/1/OMN/2, G/SCM/N/1/OMN/2, and G/SG/N/1/OMN/2, 6 October 2010.', '\x0cWT/TPR/S/295 • Oman', '- 30 -']"
pakistan,PAK,284000000000.0,193203476.0,2015,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3.1.94,procedures,638,7,"['3.2.1  Procedures', ""3.5.  According  to  the  Customs  Authorities,  the  following  four  documents  are  required  in connection with imports: bill of lading, certificate of origin (in case of concessionary imports under an FTA/PTA), commercial invoice and packing list. The processing fee per declaration, which may cover several consignments, is PRs 250. In addition to these documents, the World Bank's Doing Business survey for 2014 also makes reference to four forms, i.e. delivery order, gate pass (cargo release  order),  customs  import  declaration  and  insurance  certificate  which  are  required  for  the processing  and  release  of  imported  goods.1  According  to  the  same  survey,  the  overall  costs  of importing a standard container of goods amounts to US$725 and takes a total of 18 days of which two are for customs clearance. This places Pakistan at 91 in the ranking of 189 economies on the ease of trading across borders.2"", '3.6.  Importers no longer need to be registered while imports are permitted from all countries and territories with the exception of Israel. Importers must have a national tax number and a sales tax', '1 World Bank (2014a). Pakistan has pre-shipment inspection requirements on a wide range of allowable', 'imports of second-hand goods (e.g. plant, machinery, equipment, and apparatus) as well as oil, gas, wheat and specific vehicles to certify age and workability, mainly for health and safety reasons. Authorized inspection firms are Lloyds of London, Quality Tech LLC; ABS; Bureau Veritas, SGS and IMTECH (Government of Pakistan – 2013 Import Policy Order, Appendix H).', ""2 Overall, Pakistan's Doing Business rank fell from 106th in 2013 to 110th in 2014."", '\x0cWT/TPR/S/311 • Pakistan', '- 34 -', 'registration  number.  Presently,  Pakistan  does  not  have  a  formal  system  of  Authorized  Economic Operators.', ""3.7.  Since Pakistan's last Review, Customs authorities have been implementing a modernization programme.  Reforms  include  the  creation  of  a  National  Single  Window,  with  a  Single Administrative Document, electronic submission and processing of declarations at seaports, major land borders and major international airports. A previous privately-developed IT system utilized by Customs for submitting the goods declaration, Pakistan Customs Computerized System (PaCCS), has  been  mostly  replaced  by  the  Web-Based  One  Customs  (WeBOC3)  developed  by  the  Federal Board  of  Revenue  (FBR).  According  to  the  authorities,  WeBOC,  which  was  piloted  in  2011,  is expected to be fully implemented across Pakistan by the end of 2015 and will offer a paperless and fully-automated environment, including a risk management system. By the end of 2014, WeBOC covered 91% of clearances at sea, 69% at inland dry ports and 60% at airports. It is estimated that some 60% of import cargo is presently cleared through the green and yellow channels, which allow  for  a  speedier  release  of  the  products  and  does  not  involve  a  physical  examination  of  the consignment.  Similarly,  it  is  estimated  that  40%  of  imports  pass  through  the  red  channel, involving  the  physical  examination  of  individual  consignments.  Despite  these  improvements, decisions regarding inspections are reportedly often based on informal payments4 and procedures for inspection of transit cargo are often inefficient and lack transparency."", '3.8.  Pakistan  acceded  to  the  Revised  Kyoto  Convention  in  October  2004,  and  complies  with 26 standards  of  the  Kyoto  General  Annex,  e.g.  provisions  on  customs  computerization,  post-clearance  audit,  fiscal  fraud,  and  alternative  dispute  resolution  systems.  Temporary  import facilities have improved, including application of the ATA Carnet Istanbul and TIR Conventions in 2005/06.', '3.9.  A  Trade  Facilitation  Committee  in  the  Ministry  of  Commerce,  consisting  of  representatives from  38  government  and  non-government  entities5,  meets  quarterly  to  address  trade  and transport facilitation issues.', '3.10.  In  2010,  Pakistan  and  Afghanistan  signed  the  Afghan  Pakistan  Transit  Trade  Agreement (APTTA)  which  allows  Afghanistan  to  transit  duty-free  goods  overland  through  Pakistan  and  via Pakistani  ports  for  export  and  import  to  other  countries.  An  updated  APTTA  was  signed  in  2013 with the objective of further promoting bilateral trade and eliminating the smuggling of goods in Pakistan  by  traders  claiming  to  be  transiting  goods  into  Afghanistan.  The  Agreement  does  not permit India to transit goods through Pakistan for export to Afghanistan.', ""3.11.  Despite the Agreement's ambitious objectives in terms of facilitating trade, reducing transit costs and streamlining customs procedures, security issues continue to have a detrimental effect on transit trade between the two countries.""]"
